words,definition,pos_tag,freq_of_use,kata_dasar,kata_terbitan,num_variations
luar,[luar]  Definisi :lwn bahagian dalam: terdengar bunyi ketukan dr ~ kulit ~ orang ~ ~ bandar daerah yg jauh dr bandar kampung desa ~ batas melampaui melebihi batas ~ bicara tidak masuk dlm pembicaraan perbincangan perhitungan ~ dalam a bahagian luar dan bahagian dalam b lahir batin ~ dugaan tidak disangka-sangka ~ janji tidak masuk dlm janji ~ kepala Id dgn ingatan tidak usah ditulis atau melihat tulisan hafaz ~ kira luar bicara ~ negeri  negeri ~ negeri asing ~ nikah perhubungan jenis yg tidak halal orang ~ pagar orang yg tidak kenamengena tidak bersangkut paut ~ pantai luar pesisir ~ pesisir a terletak di laut tidak berapa jauh dr pantai bkn kedudukan sesuatu mis pulau pelantar minyak dll b Eko beroperasi atau berdaftar di luar negara kerana cukainya lebih rendah peraturannya lebih longgar dll bkn bank pelaburan syarikat dll ~ sangkaan tidak disangka-sangka ~ talian Komp sifat peranti sokongan atau sistem yg tidak lagi tersambung atau tidak lagi dikawal terus oleh sistem utama di luar 1. di bahagian luar di sebelah luar: keadaan ~ bertambah sunyi dan gelap 2. tidak masuk perkara perhitungan tanggungan dll kecuali tidak diliputi terliput oleh lain drpd: budak-budak nakal itu melepaskan kata-kata yg ~ pengalaman mereka kejadian itu ~ pengetahuannya ~ dugaan tidak terduga sama sekali tidak tersangka-sangka ~ kepala Id luar kepala ~ pembicaraan tidak masuk dlm pembicaraan ke luar ke sebelah luar meluar menyembul keluar menonjol keluar meluarkan 1. tidak memasukkan ke dlm golongan perhitungan dll mengasingkan mengecualikan menyingkirkan 2. menyuruh keluar luaran 1.  orang ~ orang asing orang lain 2. sl orang yg tidak masuk dlm golongan istana orang keluaran 3.  negeri ~ negeri asing 4. yg tampak sahaja lahiriah: pd ~nya sahaja kita dipaparkan dgn kenakalan Umar Umaiyah peluaran dunia ~ dunia luar keluar.Kamus Dewan Edisi Keempat[luar]  Definisi :bahagian ruang tempat dll yg bukan di dalam: kulit ~ orang ~. ~ bandar daerah yg jauh dr bandar. ~ biasa tidak spt yg biasa ganjil. ~ dugaan tidak disangka-sangka. ~ negeri  negeri ~ negeri asing. ~ nikah tidak dlm ikatan suami isteri yg sah ttg perhubungan antara lelaki dgn perempuan. ~ talian ist keadaan kelengkapan atau peranti komputer di luar kawalan sistem utama komputer. luaran sesuatu yg di luar: masalah ~. di luar 1 di sebelah bahagian luar: Sementara ia memasak di dapur anaknya bermain-main ~. 2 tidak termasuk dlm sesuatu perhitungan dll kecuali: Penipuan itu berlaku ~ pengetahuan saya. ke luar pergi ke bahagian luar ke sebelah luar.Kamus Pelajar Edisi Kedua,kata nama,High,luar,"di luar, ke luar, luaran",3
negara,[ne.ga.ra]  Definisi :1 kumpulan masyarakat yg mendiami sesuatu kawasan mempunyai kedaulatan politik dan juga jentera pemerintahan: Kepentingan ~ lebih diutamakan drpd kepentingan perseorangan. 2 sesuatu kawasan yg didiami oleh masyarakat tsb: ~ Malaysia. ~ dunia ketiga negara-negara di Afrika Asia dan Amerika Latin secara berkumpulan yg dianggap masih mundur atau sedang membangun. ~ jiran  ~ tetangga negara yg berdekatan. ~ maju negara kaya yg sebahagian besar ekonominya bergantung pd industri dan penduduknya menikmati taraf hidup yg tinggi. ~ matahari terbit negara Jepun. ~ membangun negara yg sedang giat berusaha meningkatkan taraf hidup ekonomi dsb spt Malaysia. ~ perindustrian negara yg kekuatan dan kemajuan ekonominya berteraskan pelbagai industri. kenegaraan segala yg berkaitan dgn negara. negarawan orang yg mahir benar dgn cara-cara pemerintahan negara orang yg memegang tampuk pemerintahan sesebuah negara ahli negara.Kamus Pelajar Edisi Kedua,kata nama,High,negara,-,0
isu,[i.su]  Definisi :perkara pokok persoalan: krisis Timur Tengah merupakan ~ penting yg dibincangkan dlm persidangan itu.Kamus Dewan Edisi Keempat[i.su]  Definisi :perkara pokok persoalan.Kamus Pelajar Edisi Kedua,kata nama,High,isu,-,0
penting,[pen.ting]  Definisi :1. amat perlu sangat berharga berguna mustahak: yg ~ baginya ialah pengakuan itu perkara yg sangat ~ 2. ark genting keadaan berbahaya tegang: musim yg ~ mementingkan memandang penting berat berguna perlu utama dll memberatkan mengutamakan: mereka lebih ~ harta benda dan kesenangan hidup ~ diri sendiri memikirkan hal keuntungan diri sendiri kepentingan 1. perihal keadaan atau sifat penting peri mustahak keperluan: ia sedar akan ~ bandar Melaka belanjawan itu menekankan ~ berjimat cermat dan berbelanja dgn hemat 2. sesuatu yg penting dituntut dihargai dsb demi kebaikan keuntungan atau kesejahteraan diri faedah manfaat: masing-masing mempunyai ~ diri tugas menjaga ~ peneroka tidak seharusnya diabaikan ~ umum kepentingan utk orang ramai 3. hak saham dsb dlm sesuatu syarikat harta perniagaan dsb: beliau menguasai 52 ~ dlm syarikat tersebut berkepentingan mempunyai kepentingan: tidak dibenarkan orang yg tidak ~ masuk ke dlm.Kamus Dewan Edisi Keempat[pen.ting]  Definisi : mementingkan memetik kecapi gitar dll melambung menghempaskan dll supaya berbunyi ting.Kamus Dewan Edisi Keempat[pen.ting]  Definisi : berpentingan berpelantingan.Kamus Dewan Edisi Keempat[pen.ting]  Definisi :sangat perlu atau mustahak amat berharga: Pelajaran memang ~ utk kemajuan kita semua. mementingkan menganggap penting memandang berat: Orang yg tidak ~ pelajaran nescaya akan menyesal kemudian kelak. kepentingan 1 sesuatu yg penting atau yg sangat dihargai keperluan: Dia sanggup berkorban utk ~ bangsa dan negara. ~ kebendaan keperluan akan harta benda. 2 keadaan atau hal penting.Kamus Pelajar Edisi Kedua,adjektif,Moderate,penting,"mementingkan, kepentingan",2
asean,Definisi :aséan akronim bagi Association of Southeast Asian Nations sebuah gabungan yg dianggotai oleh negara-negara Malaysia Brunei Darussalam Filipina Indonesia Thailand Laos Kemboja Myanmar Vietnam dan Singapura utk menjalin hubungan dan kerjasama yg lebih erat terutamanya dlm bidang ekonomi kebudayaan dan sosial.Kamus Dewan Edisi Keempat,-,-,-,-,0
perdana,[per.da.na]  Definisi :1. yg terutama P~ Menteri ketua menteri sesebuah negara mengepalai jemaah menteri 2. yg mula-mula yg pertama sekali pertunjukan tayangan ~ tayangan filem yg pertama kali 3. sl bendahara.Kamus Dewan Edisi Keempat[per.da.na]  Definisi :1 paling tinggi tarafnya atau pangkatnya: ~ Menteri. 2 yg mula-mula yg pertama: tayangan ~ tayangan bagi pertama kalinya.Kamus Pelajar Edisi Kedua,-,-,-,-,0
media,[mé.dia]  Definisi :média alat atau perantara komunikasi perhubungan spt radio televisyen dan akhbar ~ am pelbagai jenis saluran atau perantara komunikasi alat atau saluran komunikasi amnya atau keseluruhannya ~ cetak alat atau saluran komunikasi yg berupa bahan cetakan atau terbitan spt surat khabar majalah dll ~ elektronik alat atau saluran komunikasi yg berupa atau yg menggunakan alat-alat elektron moden spt radio televisyen dll ~ massa pelbagai jenis alat komunikasi spt televisyen radio surat khabar majalah dsb yg dapat menyampaikan maklumat berita dsb kpd orang ramai dgn cepat dlm masa yg singkat sebaran am.Kamus Dewan Edisi Keempat[mé.dia]  Definisi :média alat atau perantara dlm komunikasi atau dlm perhubungan.Kamus Pelajar Edisi Kedua,-,-,-,-,0
adalah,[a.da.lah]  Definisi :1. sl sesungguhnya digunakan pd permulaan ayat kenyataan dsb: ~ makam ini dikurniai raja kpd aku barang siapa hendak duduk bayarkan sewanya kpd aku 2. ialah utk menghubungkan sesuatu yg diperkatakan dgn huraian penjelasan dsb yg mengenainya: hadiah itu ~ utk murid terpandaiKamus Dewan Edisi Keempat[a.da.lah]  Definisi :1 digunakan pd permulaan cerita ada: ~ seorang pemuda yg miksin. 2 digunakan utk menghubungkan subjek atau benda dgn predikat atau ceritanya: Kemalangan itu ~ yg paling ngeri yg pernah kulihat.Kamus Pelajar Edisi Kedua,-,-,-,-,0
dalam,[da.lam]  Definisi :1. jarak jauhnya ke bawah atau ke dasar dr permukaan air tanah dsb jarak jauhnya ke tengah dr tepi atau pinggir sesuatu: ~ perigi itu kira-kira empat meter 2. jauh ke bawah atau ke dasar dr permukaan air tanah dll atau jauh ke tengah dr tepi atau pinggir hutan dll jauh jaraknya di antara paras permukaan dgn dasar tidak cetek: lubang itu ~ sungguh jangan suka berenang di tempat yg ~ 3. bukan sedikit tidak sempit lebih drpd sekadar yg perlu sahaja: dia mempunyai pengetahuan yg ~ tentang hal itu 4. mengandungi makna yg tidak mudah difahami bkn perkataan ungkapan dsb lebih drpd yg terzahir: perkataan ini ~ maknanya 5. tidak ceper leper jeluk bkn pinggan atau piring 6. bahagian atau ruang rumah bilik peti almari dll yg lawannya luar: diambilnya sepucuk surat dr ~ laci itu dan dihulurkannya kpd saya dia memasukkan bungkusan itu ke ~ keretanya 7. yg berkaitan dgn atau terbatas pd lingkungan sesuatu spt negeri keluarga dll itu sendiri: urusan ~ negeri masalah ~ keluarga 8. yg tidak nampak atau ketara dr luar: penyakit ~ 9. yg dipakai sebelum dipakai pakaian selengkapnya: baju ~ seluar ~ ~ berselam dangkal cetek berjingkat bertimba prb berpada dgn yg sedikit sedalam mencapai dalam atau sehingga dalamnya sebagaimana yg dinyatakan: digalinya lubang ~ kira-kira dua metersedalam-dalamnya 1. seberapa dalam yg mungkin: menggali ~ 2. dgn seberapa teliti atau terperinci: perlu difikirkan ~ cadangan yg dikemukakan itu sebelum dibuat sesuatu keputusanberdalam-dalam makin menjadi dalam merebak meluas dsb menjadi-jadi mendalam 1. menjadi dalam atau lebih dalam bkn lubang dsb bertambah dalam: lukanya semakin ~ kerana tidak dirawat dan dibubuh ubat 2. menjadi kukuh dan tidak mudah luput bkn perasaan kepercayaan terhadap sesuatu dll menjadi berat melarat bkn penyakit dll: perasaan cintanya terhadap Bibah semakin ~ kebencian yg ~ tradisi lama di kampungku terlalu ~ 3. sampai ke peringkat yg terperinci bkn kajian dsb luas dan teliti meliputi banyak aspek: kajiannya tentang sastera Melayu kurang ~mendalami memperdalami berusaha utk mengetahui sesuatu dgn lebih luas dan terperinci dgn mempelajari mengkaji menyelidik dsb dgn teliti dan terperinci menjadikan lebih sempurna atau terperinci pengetahuan dsb tentang sesuatu: mereka akan mengkaji lebih banyak buku dan kitab utk ~ pengetahuan mereka tentang agama Islam masing-masing ~ bidang yg diminatinyamendalamkan 1. menjadikan dalam atau lebih dalam perigi lubang dll: beberapa orang pekerja sedang ~ telaga 2.  memperdalam ki menjadikan lebih dalam pelajaran pengetahuan penyelidikan dsb: ia terus bekerja sambil ~ pengetahuannya tentang seni muzik perkembangan profesional memberi fokus kpd intelektualisme iaitu kpd memperdalam dan memperluas bidang pengetahuan dan kemahiran profesiondalaman 1. isi perut 2. yg tersembunyi dan tidak mudah difahami bkn makna ayat kata-kata dsb: kita seharusnya menyelami makna ~ kata-kata yg diucapkannya itu 3. yg berkaitan dgn atau perlu diuruskan dsb oleh sesuatu organisasi itu sendiri struktur ~ Lin dlm tatabahasa generatif gambaran yg diandaikan terdapat dlm struktur sesuatu ayat pd peringkat dasarnya hubungan gramatis atau hubungan logik dijelaskan sebelum struktur ayat tersebut mengalami perubahan kerana peraturan transformasikedalaman 1. perihal dalam budi bahasa pengetahuan pelajaran dll: kedangkalan dan ~ ilmu pengetahuan seseorang 2. ark terlalu dalampedalaman daerah yg jauh dr pantai yg terletak di ceruk pelosok atau di hulu negeri hulu: dia menjadi orang yg paling berpengaruh di daerah ~ penjahat-penjahat sedang bersembunyi di daerah ~pendalaman perihal mendalamkan tindakan proses dll mendalamkan.Kamus Dewan Edisi Keempat[da.lam]  Definisi :1. antara di kalangan: ~ mereka yg bertiga belas itu ada yg bergirang-girang 2. di dalam bukan di luar lingkungan dsb sesuatu: ~ Wilayah Persekutuan ~ bidang mata pelajaran tersebut 3. sambil: ~ kita berharap keadaan akan bertambah baik kita mesti juga beringat-ingat 4. pd waktu tertentu: kita berharap keadaan akan bertambah baik ~ tahun hadapan dia masih ~ pantang lagi ~ idah masa belum boleh berkahwin lain bagi perempuan yg baru menjadi janda ~ negeri dlm lingkungan sesebuah negeri itu sahaja ~ tangan dlm kekuasaan kemampuan milik seseorang sudah tentu dapat atau akan diperoleh ~ dua tengah tiga prb tidak jujur kilat di ~ kilau prb tujuan maksud yg terkandung dlm percakapan atau tingkah laku.Kamus Dewan Edisi Keempat[da.lam]  Definisi :sl istana kawasan istana raja bahasa ~ bahasa yg digunakan di kalangan raja atau golongan istana spt beradu santap dll budak ~ pesuruh raja kedalaman sl istana rumah-rumah dlm kawasan istana bahasa ~ bahasa kehormatan utk raja-raja.Kamus Dewan Edisi Keempat[da.lam]  Definisi :1 bahagian atau ruang di balik bahagian yg di luar: Rumah itu ~nya sangat bersih. 2 kedudukan sesuatu tempat yg terpisah oleh jarak tertentu dr tepi tengah: Semakin ke ~ dia pergi semakin banyak dia menemukan rotan yg baik-baik. 3 batin: Orang itu kelihatan baik tetapi ~nya siapa yg tahu. ~ talian ist 1 keadaan kelengkapan atau peranti komputer di bawah kawalan sistem utama komputer. 2 perihal bolehnya pengguna berinteraksi secara langsung dgn menggunakan komputer. ~ tangan sudah tentu dpt. dalaman 1 isi perut spt hempedal hati paru-paru. 2 berkaitan dgn sesuatu pihak organisasi itu sendiri: urusan ~. pedalaman daerah yg jauh di darat dr pantai atau dr bandar: Padi huma banyak ditanam di ~.Kamus Pelajar Edisi Kedua[da.lam]  Definisi :1 mengenai tentang berkenaan dgn: Dia memang pakar ~ hal itu. 2 selama masa tertentu pd waktu tertentu: ~ masa dua jam lagi ia akan sampai. 3 di kalangan di antara: ~ mereka yg ramai itu ada yg pandai bermain piano. 4 mengalami ditimpa: Para nelayan ~ keadaan susah.Kamus Pelajar Edisi Kedua[da.lam]  Definisi :1 jauh ke bawah dr permukaan: Perigi itu sangat ~. Lukanya agak ~. 2 ki penuh atau berisi ttg ilmu: Beruntunglah orang yg berguru dgn seseorang yg ~ ilmunya. 3 ki hingga ke lubuk hati ttg cinta penderitaan dll: Kasih ibu terhadap anaknya sangat ~. 4 tidak mudah difahami: Yg diperkatakannya itu mempunyai erti yg ~. mendalam 1 bertambah dalam menjadi dalam: Lukanya kian ~ kerana tidak diubati. 2 teliti sempurna luas dll: Pengetahuannya ttg sastera Melayu sungguh ~. 3 lebih melarat penyakit lebih dalam kuat kukuh bkn perasaan: Perasaan bencinya terhadap bangsa asing sungguh ~. mendalami berusaha supaya mengetahui memahami mengerti dgn teliti atau dalam: Beliau ingin ~ bidang pertanian. Dia mencuba ~ hati kawannya itu. mendalamkan 1 menjadikan dalam: Kuli itu sedang ~ parit di tepi jalan. 2 meluaskan atau mengkaji dgn teliti ttg sesuatu ilmu: Dia pergi ke London utk ~ pengetahuannya dlm bidang perubatan. memperdalam 1 menjadikan lebih dalam: Orang-orang kampung bergotong-royong ~ telaga itu. 2 berusaha supaya mengetahui memahami dgn lebih teliti: Dia ~ ilmu yg dipelajarinya itu. kedalaman keadaan dalam dalamnya: Kepekatan karbon dioksida bertambah mengikut ~ tanah. Drpd pertuturannya kita dpt mengetahui ~ ilmu pengetahuannya. pendalaman perbuatan usaha dsb mendalami atau mendalamkan.Kamus Pelajar Edisi Kedua,-,-,-,-,0
memberikan,[mem.be.ri.kan]  Definisi :1. menyerahkan sesuatu kpd: ada orang yg sudi ~ sesuap nasi kepadanya 2. melakukan sesuatu utk faedah orang lain: ~ pelajaran ~ pertolongan ~ layanan yg istimewa 3. menyatakan sesuatu kpd orang lain spt yg diperlukan atau dikehendaki: ~ taklimat fatwa 4. mendatangkan menghasilkan: makanan yg ~ tenaga ~ kesanKamus Dewan Edisi Keempat[mem.be.ri.kan]  Definisi :menyerahkan sesuatu kpd: Saya ~ buku itu kpd adik saya.Kamus Pelajar Edisi Kedua,-,-,-,-,0
kritikan,[kri.ti.kan]  Definisi :1. kritik analisis penilaian dan ulasan terhadap sesuatu karya sastera dll 2. kritik ulasan atau kata-kata tentang keburukan kelemahan dsb seseorang atau sesuatu kecamanKamus Dewan Edisi Keempat[kri.ti.kan]  Definisi :pernyataan ttg yg salah atau yg tidak baik celaan teguran kecaman: Kerajaan menerima ~ yg dilemparkan oleh pihak pembangkang.Kamus Pelajar Edisi Kedua,-,-,kritikan,"kritikan, mengkritik, pengkritik",3
teguran,[te.gu.ran]  Definisi :1. hasil perbuatan menegur sapa 2. celaan ajaran cerca kritikan petunjuk: rencana itu patut dianggap sbg ~ yg membina utk kebaikan gerakan kerjasama di seluruh negeri amnya 3. amaran peringatanKamus Dewan Edisi Keempat[te.gu.ran]  Definisi :1 kata-kata utk menegur. 2 amaran peringatan nasihat.Kamus Pelajar Edisi Kedua,-,-,tegur,"berteguran, menegur, teguran, keteguran",4
pandangan,[pan.da.ngan]  Definisi :1. hasil perbuatan memandang: ia memusatkan ~nya pd gadis itu mencuri ~ memandang dgn tidak diketahui orang 2. apa yg terlihat tergambar di mata hasil perbuatan memandang: dgn mendekatkan mata pd kanta itu kita nampak satu ~ yg luas wang hantaran ini dikeluarkan sahaja buat ~ orang ramai 3. a yg menjadi perhatian: anak muda itulah yg menjadi ~nya b ki yg dihormati dicita-citakan dll: dialah ~ orang di kampung itu 4. anggapan pendapat tanggapan fikiran: ~nya terhadap Aini tidak berubah ~ hidup pendapat tentang hidup falsafah hidup ~ politik pendapat terhadap politik falsafah politikKamus Dewan Edisi Keempat[pan.da.ngan]  Definisi :1 apa-apa yg dipandang sesuatu yg dipandang. 2 hal memandang renungan: Ia memusatkan ~nya pd pengemis itu. 3 apa-apa yg difikirkan ttg sesuatu anggapan: ~nya terhadap masalah pendatang haram masih tetap tidak berubah. ~ darat pandangan yg jelas mengenai sesuatu kawasan.Kamus Pelajar Edisi Kedua,-,-,pandang,"berpandangan, berpandang-pandangan, memandang, pandang-memandang, terpandang, terpandang-pandang, memandangkan, pandangan, pemandangan",9
menteri,[menteri]  Definisi :1. ahli politik drpd parti pemerintah yg mengetuai sesuatu jabatan kerajaan ahli kabinet M~ Besar ketua kerajaan bagi sesebuah negeri yg beraja di Malaysia Ketua M~ ketua kerajaan bagi sesebuah negeri yg tidak beraja di Malaysia Perdana M~ ketua jemaah menteri ketua kabinet 2. sl pegawai tinggi spt penasihat raja dll: maka ialah raja yg mula-mula memperbuat bendahara yg memerintah segala ~ yg di bawah takhta kerajaannya 3.  mantri Id pangkat atau jawatan tertentu ~ cacar tukang cungkil ~ ukur juruukur 4. nama buah catur yg besar nilainya ~ dalam negeri menteri yg mengurus hal-hal dlm negeri ~ luar negeri menteri yg mengurus perhubungan dgn negeri-negeri asing ~ muda timbalan menteri ~ negara Id menteri yg tidak memegang kementerian tetapi diberi tugas yg penting kementerian 1. jabatan kerajaan yg diketuai oleh menteri: K~ Pendidikan 2. bangunan bagi jabatan kerajaan pejabat menteri 3. jawatan menteri.Kamus Dewan Edisi Keempat[menteri]  Definisi :1 ahli pemerintahan yg tertinggi ahli kabinet: ~ Besar ketua kerajaan sesebuah negeri yg beraja di Malaysia Ketua ~ ketua kerajaan sesebuah negeri yg tidak beraja di Malaysia Perdana ~ ketua jemaah menteri ketua kabinet. 2 nama buah catur yg paling berkuasa. kementerian 1 urusan atau jabatan yg dipegang oleh menteri: ~ Kesihatan. 2 pejabat menteri. 3 jawatan menteri.Kamus Pelajar Edisi Kedua,kata nama,High,menteri,kementerian,1
berkata,[ber.ka.ta]  Definisi :mengeluarkan apa yg terfikir dgn kata-kata mengeluarkan kata-kata bertutur: maka Hanuman pun ~ Ya Tuanku maharesi ... ada Doris ~ benar spt apa yg telah dikatakannya kepadaku ~ dua mengeluarkan perkataan yg berlainan drpd maksud yg sebenarnya ~ siang melihat-lihat ~ malam mendengar-dengar prb Mn kalau hendak membicarakan sesuatu baiklah berhati-hati sudah ~ satu prb tidak berubah drpd yg telah diucapkanKamus Dewan Edisi Keempat[ber.ka.ta]  Definisi :mengeluarkan fikiran pendapat dll dgnKamus Pelajar Edisi Kedua,kata nama,High,kata,"sekata, katakan, berkata, berkata-kata, mengata, mengatakan, memperkatakan, terkata, perkataan",9
watak,[wa.ta]  Definisi :1. sifat seseorang yg zahir dan batin merangkumi budi pekerti dan tabiatnya tingkah lakunya jiwanya pemikirannya dsb: kesopanan dan ketenangan mereka menggambarkan ~ orang yg berpendidikan 2. tokoh atau pelaku dlm karya sastera atau seni spt novel cerpen dan drama dsb: penulis itu memberikan personaliti kpd tiaptiap ~nya berwatak mempunyai watak berbudi pekerti berkeperibadian: dia sendiri memang sudah ~ seniman berwatakkan mempunyai atau menggunakan sesuatu sbg watak: nama Parameswara tidak pernah disebut dlm Sejarah Melayu tetapi yg disebut ialah Raja Iskandar Syah yg tentunya ~ Islam memperwatakkan membentuk watak seseorang pelaku dlm cerita menggambarkan memaparkan dsb watak: ketaralah bahawa kejadian-kejadian dlm drama Tamu di Bukit Kenny tertumpu kpd fikiran kelakuan dan tindakan Si Pegawai yg diperwatakkan sbg manusia yg agak baik perwatakan 1. watak seseorang keseluruhannya keseluruhan watak: ~ Panji Semirang pd keseluruhannya tidak lari drpd sifat asasinya sbg seorang perempuan 2. pembentukan watak penggambaran pemaparan dsb watak.Kamus Dewan Edisi Keempat[wa.ta]  Definisi :1 sifat batin seseorang yg mempengaruhi tingkah lakunya atau fikirannya. 2 tokoh dlm sesuatu cerita atau novel. berwatak berbudi pekerti mempunyai sifat keperibadian. berwatakkan mempunyai sesuatu watak: Lakonannya yg ~ pendakwah sungguh berkesan. perwatakan perihal watak seseorang atau watak dlm sesuatu cerita: ~ Hang Jebat telah banyak dibincangkan.Kamus Pelajar Edisi Kedua,kata nama,High,watak,perwatakan,1
dan,-,-,-,-,-,0
pencerahan,[pen.ce.ra.han]  Definisi :perihal perbuatan mencerahkan sesuatuKamus Dewan Edisi Keempat[pen.ce.ra.han]  Definisi :perbuatan atau proses mencerahkan: krim yg dpt membantu ~ kulit.Kamus Pelajar Edisi Kedua,-,-,-,-,0
